id,user_id,trim_id,vin,estimated_cost,registration_date
667,103,278,5GAER23D79J961564,307866,2017-06-21 20:44:17
668,701,928,1GYS4BKJ4FR685858,42409,2018-09-18 22:01:12
669,135,581,JM1GJ1U52F1017408,109642,2015-02-24 22:14:03
670,821,67,KMHGH4JH7DU552821,375793,2019-09-17 07:27:58
671,650,259,1N6AF0LY1FN582851,40721,2017-11-15 18:51:51
672,613,43,1ZVBP8AN5A5218594,187875,2016-10-20 07:13:29
673,137,597,5N1AA0ND1FN425585,278460,2021-08-05 09:22:30
674,345,807,YV1672MK4B2177035,425175,2021-09-19 15:10:26
675,202,533,JM1NC2JF9E0088338,482630,2018-03-17 13:19:34
676,426,758,1GYS4CEF7CR810330,298780,2016-08-03 21:32:19
677,742,39,2T2BK1BA0BC059584,247293,2017-01-20 12:45:39
678,531,716,KNAFU5A25C5165123,183685,2018-12-26 01:25:15
679,607,676,WAUCFAFHXBN792174,484716,2016-03-05 02:22:24
680,49,98,JTHDU1EF4C5966723,217627,2020-04-18 17:13:25
681,568,490,3C3CFFCR3FT771464,164490,2021-04-18 13:35:41
682,900,351,1N4AB7AP3EN845363,86038,2020-02-27 09:38:23
683,817,266,4T1BK3DB9AU832829,349060,2016-05-24 07:43:47
684,538,774,SCBBR53W268204081,442792,2018-08-07 11:35:56
685,850,58,1G6DM8EV2A0662692,418626,2020-11-25 06:25:55
686,186,158,1FTEX1C83AK925884,42106,2015-02-03 02:16:07
687,670,115,JTEBU5JR9B5948678,205383,2019-05-27 07:03:58
688,732,889,JH4CU4F4XBC634631,330952,2015-12-18 05:09:54
689,359,874,JHMFA3F20AS319288,73951,2021-11-12 00:38:27
690,710,852,WBA3B1G50FN749176,283561,2019-04-14 16:18:52
691,361,838,WAUAH74F09N687398,170420,2016-06-17 12:06:47
692,219,823,5N1AR2MM3EC489305,116189,2021-11-06 02:37:36
693,765,369,JH4CL95975C306276,73471,2017-04-03 18:35:06
694,284,781,1FTEX1CM6BF910531,114145,2021-04-30 02:47:55
695,587,685,1G6DP1E36D0386034,293408,2021-09-04 03:56:51
696,708,497,KM8JT3AFXEU505118,307914,2015-01-06 14:50:31
697,774,253,JN1CV6EK1DM061306,104821,2021-12-15 01:38:43
698,984,304,2HNYD18784H293110,430381,2021-08-13 11:24:41
699,868,502,5TDBY5G16DS348479,181574,2020-06-01 16:13:27
700,358,691,19UYA42712A731570,52221,2015-12-24 02:57:57
701,853,682,3N1BC1AP8AL536025,56915,2021-06-07 10:47:45
702,657,521,WVWGU7AN0AE258710,202349,2017-11-05 21:25:28
703,768,107,WBAKE3C54BE535760,281995,2021-09-07 05:36:55
704,69,850,WAUAFAFH6BN716376,331790,2021-06-03 07:05:27
705,669,160,3N6CM0KN1DK879532,137469,2018-02-25 11:41:49
706,171,493,1N6AA0CC0FN527049,121943,2018-01-21 07:38:50
707,225,198,2C3CA2CV9AH503587,160406,2018-07-10 18:35:38
708,411,120,JTHBL1EF0E5873307,210849,2017-02-14 18:49:22
709,121,638,WAUJFAFH3BN511565,348687,2021-07-07 14:12:31
710,595,86,WAUPN94E58N309209,151876,2016-03-14 13:58:54
711,423,228,WP0CA2A84ES379364,499987,2015-08-24 12:43:55
712,717,608,KMHGH4JH2CU991245,138806,2019-12-21 13:32:15
713,354,725,SAJWA4DCXCM485118,376445,2020-06-05 23:02:24
714,824,796,JM1NC2JF7C0531311,421764,2020-02-27 14:34:14
715,18,256,2T1BURHE7EC429148,225684,2019-02-20 00:34:56
716,566,111,WVWAA7AJ3CW926444,64450,2018-11-05 09:22:41
717,83,280,1C4NJCBA3DD324536,332394,2015-09-28 11:04:38
718,680,727,WAUDF98E68A961175,280903,2019-03-18 06:07:24
719,467,795,5FNRL5H24EB762872,218853,2019-02-23 07:33:10
720,921,381,WAUBF48H67K909865,248839,2017-12-26 14:46:26
721,88,888,KM8NU4CC3BU099931,395208,2018-04-18 18:37:07
722,854,449,JN1CV6EK9BM471218,346461,2016-04-14 10:33:37
723,356,249,WAUAVAFD2BN366471,407825,2020-07-11 01:23:50
724,226,833,JH4CU2F69AC998835,123004,2018-05-07 06:19:59
725,955,677,JN8AZ2KR6DT491202,202223,2017-06-05 16:52:54
726,903,694,JM1NC2LFXC0139677,234064,2021-10-16 21:32:02
727,944,737,WBAUN1C52CV703040,322439,2019-01-21 08:34:54
728,869,534,SCFAB02A77G815531,34740,2020-04-30 01:11:03
729,458,912,JHMZF1C45BS589448,282918,2020-10-07 17:25:58
730,939,284,1GD21ZCG8CZ350913,201840,2017-01-14 07:35:54
731,643,147,1N6AD0CU9EN344571,487187,2015-08-19 17:33:32
732,216,14,1N6AF0KX2EN764999,93623,2018-02-11 05:39:36
733,479,689,JN8CS1MU6DM668012,261995,2019-12-16 17:14:13
734,65,697,WAUZL54B11N544788,389836,2020-12-20 23:54:50
735,39,621,KL4CJCSB2EB553409,409679,2016-06-12 08:57:16
736,716,303,4A31K2DF7AE324704,327871,2019-11-26 08:01:49
737,170,325,WAUKG98EX6A017431,290449,2017-06-15 04:27:08
738,339,273,2HNYD18621H116197,152921,2015-10-12 22:38:28
739,638,7,WA1CMAFE8AD250407,143902,2016-08-01 00:23:53
740,606,9,WBAET37484N066924,336207,2021-04-04 05:05:15
741,158,923,JH4KB16587C541574,114171,2019-05-06 06:35:55
742,892,740,5UXWX7C58DL399586,188599,2018-10-15 13:51:42
743,231,755,JTHBK1EG8A2371264,194735,2017-11-09 17:54:29
744,460,386,JH4DC548X4S389342,48319,2020-11-20 22:18:58
745,203,591,KNADH4A38A6756326,219929,2015-10-05 14:52:12
746,219,481,JHMGE8G3XBS798785,253512,2019-07-03 16:36:38
747,111,476,WAUFGBFC4DN779878,271781,2019-01-29 17:48:46
748,852,784,1FTEW1CM1EF158955,172004,2019-12-24 19:57:42
749,978,36,WAUDF48H27A584310,290440,2016-02-17 08:53:27
750,560,213,JTDJTUD39DD372569,88605,2015-03-16 03:30:16
751,712,62,1G6ET12951B235050,279129,2020-06-09 14:53:34
752,725,815,SAJWA0FB6BL482556,54449,2019-04-30 20:19:43
753,526,787,19UUA66298A388928,343362,2018-10-15 21:38:49
754,87,957,WAUBFAFL2CN977577,322858,2016-06-16 12:52:07
755,773,457,WAUDFBFC7CN645407,214829,2019-10-18 16:15:48
756,517,224,JH4DC54814S964024,188701,2020-02-17 03:59:39
757,89,915,1GD312CGXCF666567,138918,2020-08-06 01:51:55
758,315,393,3G5DA03L37S503049,38159,2020-03-07 03:03:42
759,415,590,WAUJC68E83A420826,156834,2017-05-21 00:02:51
760,255,444,1GYS4GEF3DR455424,491315,2020-01-20 23:33:00
761,91,744,1HGCR6F37FA577250,43792,2016-10-23 12:42:59
762,208,556,3N1AB7AP5FY092646,240487,2017-09-12 05:26:32
763,973,710,19UYA42603A484485,430112,2015-12-23 00:09:54
764,794,517,19UUA65664A834483,36271,2017-04-05 08:08:32
765,546,496,3VW517AT7FM602207,74995,2017-03-13 09:51:59
766,735,342,WDDJK7DA8EF897914,438794,2019-04-17 07:00:06
767,9,558,1G4GB5GR7CF008961,281731,2018-02-05 11:03:51
768,936,884,WAUXL68E35A778493,312249,2016-08-09 02:55:48
769,61,814,WAUWGAFC4FN684444,364008,2017-08-06 07:56:42
770,615,504,2G61V5S86E9431271,462785,2021-02-24 19:28:45
771,945,302,JN8AF5MR7CT195773,54060,2020-11-13 20:37:52
772,834,518,5FRYD3H63GB539806,203878,2016-06-25 01:04:59
773,649,604,KM8NU4CC4AU840103,163649,2021-05-03 03:47:01
774,278,903,5N1BA0ND4FN380176,136572,2020-11-07 20:26:40
775,956,235,1GYUCFEJ9AR638204,283004,2018-04-30 21:00:52
776,888,890,4T1BK1EB9EU472566,462039,2017-05-18 14:09:31
777,491,237,WAUDGBFL3BA744681,483589,2017-03-01 13:48:18
778,660,495,5LMJJ2H59AE277899,244775,2016-01-20 07:17:40
779,929,305,3N1AB6AP9CL149742,378268,2019-06-19 19:19:37
780,171,500,WBA4A7C51FD973630,474611,2021-08-31 20:10:55
781,513,398,WBAVB735X7K473674,179807,2017-08-16 15:52:18
782,844,118,WAUHF78P29A532236,139240,2017-05-04 12:06:51
783,745,68,1G6YV36A195043979,136306,2021-11-18 19:17:06
784,227,478,JM1BL1H41A1108216,238097,2020-02-23 02:15:48
785,973,447,WA1CGBFEXED824444,144553,2015-06-14 20:57:29
786,560,862,WDDGF4HB6CR227242,444815,2021-08-18 09:24:57
787,567,219,WAULT68E12A569697,380230,2018-08-19 14:02:04
788,273,191,SAJWA4HA2EM140158,255332,2015-04-06 01:58:47
789,524,571,1G6DL67A280031727,350369,2021-03-08 22:52:21
790,932,152,5J8TB4H34DL560168,374170,2017-04-25 08:55:35
791,285,121,5TDDCRFH4ES058630,203552,2016-11-08 17:42:36
792,977,728,WBA3C3C55DF903614,30308,2018-10-12 00:09:26
793,523,799,1GYS4SKJ2FR826684,83850,2021-05-29 19:31:58
794,8,707,WBADW7C59DE183260,366950,2020-04-14 21:18:19
795,562,119,WAUAH74F36N144137,168711,2018-07-02 13:14:54
796,368,327,WBA3D3C55EF360778,143485,2020-11-04 19:23:27
797,595,295,1GYS3JEF3BR947593,273316,2017-11-23 08:59:30
798,903,37,1G6DM1E39D0212340,44684,2021-06-25 00:14:47
799,321,131,3VWKX7AJ9AM328629,313744,2018-06-30 11:01:35
800,709,667,3FADP4AJ5DM394681,199416,2018-11-08 03:56:10
801,107,181,1C4PJLAB6FW393733,60991,2018-03-24 06:11:04
802,387,411,WAUNF78P77A067016,88691,2021-11-28 07:49:27
803,345,187,1GYS4HEF3CR057411,115484,2021-02-18 06:27:47
804,899,820,1FA6P0G79F5715675,377709,2015-10-28 05:02:26
805,176,800,1FTSW3A52AE379202,212606,2017-05-26 01:57:54
806,657,195,5N1BA0ND3FN963824,191742,2017-06-29 06:08:33
807,732,698,JTDJTUD32ED844869,199929,2017-03-19 09:49:46
808,448,11,WVWBB7AJ4DW631890,372863,2019-10-12 13:14:23
809,718,770,WBAYA6C54FG398790,351310,2019-01-24 13:29:27
810,454,696,5N1AT2MKXFC685954,329289,2020-06-05 21:19:29
811,35,668,1D4PT2GK5BW583774,333856,2017-09-08 15:13:14
812,711,964,WBAKX8C51BC206081,376612,2018-01-31 22:33:21
813,515,410,1GYEC63N95R059164,318243,2016-09-12 12:56:39
814,658,51,WBABW33456P186736,141299,2018-04-24 18:20:01
815,67,209,5UXWX7C55DL963257,38363,2015-01-03 01:07:14
816,499,333,5J8TB3H51GL894805,35400,2017-10-20 04:05:35
817,717,917,1FTEW1CF3FF705906,438802,2018-10-02 21:35:39
818,411,272,1N6AA0CJ5EN075032,448231,2016-06-11 07:00:50
819,235,648,WAU2MAFC1FN077134,38563,2017-07-05 04:04:57
820,673,538,3C4PDCGB0ET483656,484000,2016-03-22 19:14:42
821,859,357,5N1AT2MK6EC010844,215112,2021-05-27 13:55:44
822,556,83,3VW517AT9FM839619,31139,2017-04-17 13:05:57
823,58,23,1N6AA0CJ9DN280478,211704,2015-11-23 03:59:01
824,730,643,JH4CL96897C172766,363667,2021-05-06 07:15:45
825,950,805,WBAPN7C56BA550474,381114,2019-07-17 18:20:56
826,780,380,WBXPC93557W807125,233702,2019-09-08 17:22:30
827,521,139,WBANE73507B236070,282829,2016-03-10 13:22:15
828,29,514,JM1BL1K53B1380589,343098,2021-06-14 16:05:40
829,122,499,5N1AT2MK7EC139935,333794,2018-01-02 19:19:16
830,214,505,WAUSF78E17A984597,419404,2016-12-12 13:47:08
831,12,42,JTDJTUD36ED779704,236789,2017-11-26 06:46:53
832,135,186,WAUPN44EX7N154898,141068,2020-01-15 09:05:22
833,910,803,SCBLC37F43C670785,275386,2018-11-11 03:48:09
834,304,460,1G6DL5ED9B0308758,362301,2017-12-30 01:08:16
835,370,31,WAUDH78EX6A436454,123943,2015-11-26 03:53:37
836,222,480,YV4902NC1F1840102,392468,2019-05-08 15:57:01
837,738,834,WBAYA6C56DD743073,157284,2018-08-05 23:51:02
838,528,753,2T1BU4EE3BC288484,425856,2016-02-16 19:12:10
839,400,953,WAUUL78E05A239886,452912,2018-11-29 15:46:17
840,903,4,JM1NC2EF6A0641645,100132,2020-07-07 09:52:58
841,84,17,3VW4A7AT8DM367776,346376,2016-05-03 08:04:01
842,311,955,WAUMGAFLXAA238502,369206,2020-01-27 18:08:58
843,178,929,3GTXCYEJ9AG128773,338357,2018-10-16 21:38:52
844,644,50,5N1AT2MK0EC497961,180563,2021-03-28 15:23:02
845,40,360,WBSBL93405P744899,117568,2021-12-09 12:05:14
846,108,522,3GYEK63N53G730216,207980,2019-02-07 13:51:00
847,79,548,JH4NA126X2T068431,277120,2021-06-23 18:26:32
848,733,828,SALME1D48CA898568,159284,2020-12-30 19:47:04
849,462,732,WAUDGBFLXAA534464,356333,2021-09-10 10:44:04
850,6,928,YV440MBD7F1848028,432411,2016-02-11 03:52:10
851,318,87,WBA3B9G51EN782569,47753,2017-01-26 09:10:22
852,891,155,WBAAW33421E318416,357812,2020-09-16 19:50:23
853,237,334,1G4HD57206U854253,317250,2016-02-28 18:06:22
854,961,626,WAUDGBFL6DA427738,295483,2015-06-14 23:27:07
855,139,289,JN1CV6AR9FM197561,196212,2018-10-22 08:52:38
856,920,498,WAUVC58E95A865817,30230,2017-02-20 18:20:08
857,300,426,1G6AF5S36D0919632,216509,2018-12-18 16:34:59
858,104,569,1FTEW1CW9AF973125,388389,2019-08-18 12:36:40
859,744,319,WAUEH54B91N651717,43269,2018-08-14 11:15:31
860,650,164,1FTEX1CV2AF364091,75486,2020-05-31 17:15:34
861,428,754,WA1VGAFP6FA235298,43876,2018-08-14 21:14:45
862,80,25,1FT7W2A62EE516556,452895,2019-03-24 11:41:36
863,32,407,WAUSF78E07A117000,417796,2021-07-14 20:34:15
864,160,94,1C4AJWAG7EL453103,332291,2019-04-23 10:47:55
865,828,959,WAUSF78E88A236916,444042,2015-01-26 18:55:03
866,835,173,1FTSW3A53AE715469,116458,2016-01-26 18:46:47
867,54,452,WAUDH78E87A057146,61746,2019-01-10 08:48:06
868,433,124,WBAUT9C59CA029481,385388,2018-04-26 07:13:49
869,570,786,1G4PR5SK7F4282506,238853,2017-05-08 04:30:37
870,694,911,3FA6P0PU7FR543763,477272,2017-11-01 18:29:05
871,122,237,5XYZT3LB7DG653423,432592,2020-03-19 10:03:17
872,218,684,3GYFNDE30CS194137,375748,2015-07-25 14:06:21
873,354,576,1G4GD5GG6AF292752,39812,2021-09-16 08:10:48
874,390,349,1GYS4LKJ6FR215823,284752,2018-04-25 03:03:25
875,477,743,WAUKGAFB1AN822889,157308,2018-10-02 06:14:24
876,144,575,1FMCU4K32AK230881,70932,2016-05-24 15:31:59
877,178,567,SAJWJ2GD2F8008852,445838,2017-06-03 19:23:32
878,684,412,5UXFE83558L982313,476632,2018-12-26 01:12:47
879,995,965,WAUMF78K89A617228,478045,2015-06-04 00:15:02
880,955,149,WA1CFAFPXEA158539,407682,2016-09-28 01:58:11
881,280,5,WBAVB13596K548439,60626,2021-12-29 15:18:59
882,589,984,1G6KS54Y92U658317,459359,2016-05-10 11:20:50
883,87,296,WAUFFAFL0EN941696,397443,2018-09-08 05:18:34
884,344,733,5NPE24AF0FH037894,282024,2015-01-24 01:28:56
885,998,886,SCFFBCBD0AG423287,461739,2020-04-14 08:42:42
886,549,454,JTDKDTB37F1118815,300144,2018-11-18 00:48:22
887,418,509,2C3CDZBT6FH076229,363226,2018-06-19 21:10:08
888,423,975,1GYS4FEJ1CR382048,283548,2021-02-12 07:29:24
889,3,166,WBANB33594B525283,252037,2015-05-22 02:09:07
890,68,717,3C3CFFER7CT768608,212917,2018-04-01 13:02:59
891,884,395,WBALM7C59EE320622,468415,2016-03-28 20:16:32
892,394,515,1GTC5MF96C8117972,317091,2016-01-28 05:45:35
893,109,268,JA32U1FU6BU878247,462277,2018-11-29 13:55:39
894,58,38,JN1CV6EK2BM569989,357410,2015-06-10 21:37:34
895,506,32,1D7RV1CP9AS566807,304470,2016-12-06 09:59:58
896,832,434,TRUUT28N541931975,450812,2017-06-14 23:09:20
897,732,892,WAUDH98E66A660221,138822,2017-08-26 04:55:12
898,83,734,1C3BC2EB4BN940303,392214,2018-06-07 01:00:48
899,812,281,JH4NA21605S002228,65602,2017-02-08 23:39:49
900,308,553,1G6AE5SX1E0282320,161720,2017-05-15 20:50:31
901,778,702,1G4CW54KX54238731,386612,2015-03-09 00:27:08
902,663,439,3D4PH1FG0BT499666,407745,2021-12-13 21:33:27
903,332,775,1HGCP2E82AA593263,153141,2017-02-13 23:20:25
904,645,503,JTJBM7FX2C5389755,355588,2015-12-07 04:31:14
905,492,456,WAULT64BX2N983758,361306,2016-07-02 12:48:46
906,937,238,1G6AK5S32D0763536,475648,2017-10-17 19:43:19
907,942,140,1C3CDZCB1DN844516,141077,2015-01-22 05:44:08
908,802,620,3C63DRHL3CG366725,46145,2018-03-29 19:56:55
909,336,712,WBA4C9C52FD874787,210660,2019-07-20 02:01:51
910,30,853,5J8TB4H58GL959168,341815,2015-06-18 17:17:52
911,137,678,WBAPT7C51AC965176,224822,2015-01-20 10:21:49
912,437,34,2G4WS52J211920642,313198,2015-12-09 01:26:00
913,459,844,1G6DD1E35E0116240,192416,2016-08-13 16:14:51
914,614,143,5NPEB4AC6CH508898,390948,2016-05-01 20:59:34
915,897,465,JTHBP5C23E5771897,429026,2020-09-26 16:48:26
916,761,881,WBA3A5C59CF891550,467551,2018-12-16 03:22:56
917,489,878,3VW507AT7FM028341,323987,2015-09-23 07:12:00
918,224,200,WA1VMAFE3CD272276,357259,2018-05-05 07:23:05
919,747,267,WBABW53486P605142,313516,2020-03-01 17:41:03
920,427,364,JH4DC53024S705828,427310,2021-07-28 06:22:42
921,678,622,WBAWV13577P171609,65364,2020-09-11 22:39:28
922,730,372,2G4GT5GR9D9704034,81740,2018-02-21 23:26:00
923,39,904,1D7RW2GK5BS284392,400002,2020-12-15 14:11:24
924,525,19,1GYFK56259R121734,55216,2017-05-08 16:55:38
925,791,253,YV426MDA1F2888026,367520,2021-03-06 07:34:35
926,204,153,JN1AZ4EHXAM263142,467213,2018-04-07 13:57:57
927,448,288,1G6D05EG6A0445318,367571,2020-07-21 22:36:51
928,646,877,1FBNE3BL0BD291631,311115,2015-01-06 15:47:45
929,600,936,5J8TB3H52GL830563,114340,2016-02-21 18:04:34
930,634,185,2FMDK4ACXAB470122,44224,2017-08-28 03:24:31
931,634,947,1G6DZ67A790835716,385853,2016-07-15 16:26:17
932,875,974,JN1BJ0HPXEM218294,497412,2021-08-18 15:40:50
933,440,290,WBA3G7C52FK949925,291982,2021-04-17 04:17:06
934,980,159,WBADT33442G786773,410536,2019-11-28 12:23:27
935,49,69,WBSWD93569P481508,83451,2018-05-06 13:00:28
936,475,681,WBA3C3G55EN409125,43607,2019-11-18 17:57:14
937,375,323,YV4952CT4D1925310,297525,2015-12-13 18:57:07
938,671,634,2FMHK6CC1AB291994,226568,2016-01-12 19:59:45
939,43,300,1GYFC16279R315865,54022,2019-02-22 19:13:45
940,359,559,WBAWR33589P943263,167720,2018-02-28 21:51:37
941,117,843,2HNYB1H43CH722678,129029,2015-05-26 04:33:42
942,113,283,YV1902FH5D1841547,128028,2021-07-14 16:54:23
943,371,856,1G6KD57Y86U335095,259127,2017-01-13 05:14:39
944,159,589,WAUFFAFM0CA132891,135589,2017-12-15 09:13:16
945,959,801,WAUDK78T99A385565,218845,2018-01-17 04:43:20
946,666,736,1G6DJ5EV6A0963232,131604,2015-01-16 08:57:02
947,536,171,WAUKG74F36N868028,90241,2021-03-17 08:03:59
948,127,543,2HKRM3H53DH648678,303470,2018-07-07 08:26:00
949,399,112,1FTEX1CM9BF375615,305335,2018-06-24 03:57:11
950,228,578,WBAFZ9C50CC757377,40949,2020-05-06 22:26:32
951,915,705,3C3CFFFH6CT128122,402751,2015-04-25 23:55:10
952,481,918,WBA3G7C52FK950234,315598,2019-10-18 21:03:12
953,984,600,1FTSW3A53AE696230,276344,2015-02-26 11:56:04
954,18,839,5FPYK1F27DB136412,226572,2019-03-09 01:54:39
955,417,524,WAUVVAFR7CA749666,324925,2017-03-28 07:35:26
956,798,49,WBAYE4C58DD117677,484929,2018-10-30 01:00:20
957,237,132,1C4AJWAG8FL279530,152079,2017-07-30 01:04:07
958,428,488,4JGDF2EE7EA749360,76886,2016-03-08 02:27:03
959,899,59,WBA6A0C53ED159848,315290,2019-07-10 17:10:27
960,193,785,2FMDK3AKXCB707566,321534,2016-05-06 04:45:00
961,259,738,5NPE24AF0FH871521,313957,2018-06-21 08:00:09
962,486,812,JM1DE1KY8D0676441,122392,2020-07-09 12:16:12
963,613,827,2HNYB1H21AH227598,305673,2020-05-03 20:21:18
964,264,762,WBADX1C53BE400258,428513,2017-05-10 23:44:33
965,902,564,WAUGL78E87A020982,435715,2018-07-16 09:23:31
966,93,425,JN1CV6EK4CM269727,443673,2019-08-03 11:33:14
967,456,321,19UYA42751A478252,480843,2015-01-07 13:45:56
968,672,763,2B3CK5CT2AH178131,322189,2020-05-09 15:49:25
969,945,739,JN8AF5MR8ET461353,379626,2015-12-31 11:51:50
970,665,746,4F2CY0C79BK139629,336363,2019-12-13 08:19:50
971,970,742,SCBLC37F14C215409,398694,2017-12-11 04:00:14
972,526,244,3N1AB6AP5BL710744,276247,2019-06-25 07:10:51
973,170,106,WAUET48H26K825840,313543,2016-09-14 23:33:28
974,923,350,SCFAB01A06G623576,317289,2018-08-13 16:38:05
975,904,479,19UUA65654A150234,340296,2021-11-25 11:30:31
976,897,416,5GAKRDKD6DJ082727,60370,2017-07-03 18:57:38
977,721,946,WBA6B4C52DD766777,403934,2017-09-12 03:49:31
978,330,424,19UUB2F39FA646893,205734,2018-03-28 17:42:27
979,316,636,WBAWC33558P471622,143937,2019-09-27 20:46:10
980,982,95,1G6KA5E69BU140028,241158,2020-12-13 20:57:13
981,335,766,YV126MFC7F1061911,480072,2020-08-15 14:19:35
982,168,190,WAUKG94F46N316274,297296,2017-05-30 07:19:19
983,822,848,WAUVT58E04A784221,143330,2019-03-02 13:06:32
984,893,394,1N4AB7AP4EN527509,181597,2018-12-18 12:26:55
985,763,375,WA1C8BFP2DA410704,250828,2015-11-14 04:31:54
986,953,772,YV1982BW3A1171697,499758,2015-04-10 00:08:58
987,104,529,JTJHY7AX6A4552285,145467,2021-08-05 03:02:16
988,781,885,WBABN33433P085791,364344,2018-09-10 09:26:44
989,898,8,4T1BD1FK7EU393244,178837,2016-04-09 16:57:31
990,248,361,5NPDH4AE6BH540048,480257,2016-03-26 10:29:25
991,44,345,5UMDU93416L103312,167594,2021-06-10 07:30:07
992,762,793,YV1672MS4B2706080,146533,2015-05-11 05:39:02
993,909,714,WAUDF78E25A438641,306493,2016-10-30 23:33:15
994,917,255,SCBFT7ZA7EC487308,145537,2016-11-18 20:58:52
995,684,346,19XFB4F33EE717407,451711,2016-07-27 00:14:08
996,398,230,3GYFNDEY3BS248072,256172,2019-11-04 15:25:43
997,360,33,WDDEJ7KB1CA797177,259487,2016-02-16 06:33:28
998,674,248,WBA3V9C50EP180473,158992,2018-06-05 05:19:05
999,359,901,WBS3C9C57FJ136377,246277,2017-09-08 07:38:45
1000,925,516,2C3CCAET2CH824115,450523,2018-09-19 21:53:25
