id,city_id,address
502,719,1615 High Crossing Trail
503,226,313 Grover Crossing
504,697,9893 Continental Lane
505,551,6025 Northwestern Junction
506,673,6 Michigan Park
507,654,119 Hoffman Way
508,702,8 Maple Wood Trail
509,863,2200 Eggendart Circle
510,652,3445 Farmco Parkway
511,596,0 Laurel Way
512,37,84790 Westport Crossing
513,133,50 Meadow Vale Terrace
514,106,0839 Delaware Road
515,649,8 Merchant Alley
516,933,4 Glacier Hill Point
517,889,58216 Lindbergh Alley
518,536,8646 Merrick Court
519,24,3658 Morningstar Way
520,103,41358 Kipling Center
521,529,59619 Loeprich Lane
522,262,4 Pond Park
523,527,15 Esch Place
524,267,12128 Red Cloud Plaza
525,306,653 Cordelia Drive
526,826,07372 Lindbergh Street
527,371,1 Logan Park
528,185,916 Holy Cross Lane
529,622,930 Sachtjen Court
530,631,5631 Mitchell Place
531,864,47753 Arapahoe Center
532,553,7 Paget Road
533,167,410 Leroy Way
534,857,2 Magdeline Lane
535,441,92 Reinke Trail
536,206,782 Clyde Gallagher Drive
537,924,8865 Riverside Crossing
538,273,571 Elmside Point
539,150,98430 Granby Place
540,905,6 Stuart Center
541,919,74628 Ruskin Way
542,671,30085 Village Green Park
543,690,939 Golf View Drive
544,162,959 Sycamore Circle
545,966,876 American Crossing
546,374,8144 Ohio Junction
547,8,600 Dapin Point
548,325,032 Twin Pines Parkway
549,257,45 Autumn Leaf Hill
550,719,02 Delladonna Alley
551,858,1597 5th Avenue
552,740,26495 Sherman Place
553,201,6033 Mendota Center
554,772,312 Warbler Junction
555,483,53 Michigan Crossing
556,315,122 Hollow Ridge Plaza
557,15,41 Elmside Parkway
558,405,04 Grim Plaza
559,786,7 Mandrake Street
560,939,7806 Warner Street
561,688,80307 Buena Vista Plaza
562,468,50 Sage Point
563,423,0 Village Road
564,27,56 Bartelt Way
565,725,09 Hudson Lane
566,766,05359 Morningstar Way
567,632,0643 Graceland Street
568,516,73577 Larry Way
569,17,66327 Redwing Park
570,280,7991 Schurz Point
571,604,708 Moulton Drive
572,724,10102 Macpherson Circle
573,176,6 Sauthoff Park
574,900,770 Fair Oaks Alley
575,509,612 Sherman Lane
576,172,434 Rusk Drive
577,910,994 Melody Court
578,937,2 Bonner Place
579,308,6083 Dryden Court
580,975,337 Amoth Park
581,368,2185 Arkansas Plaza
582,784,5 Novick Way
583,19,8352 Knutson Circle
584,689,1 Judy Crossing
585,170,99943 Farmco Road
586,692,2 Blackbird Point
587,929,616 Annamark Alley
588,343,08 Delaware Way
589,65,8067 Hovde Crossing
590,327,63 Colorado Point
591,721,7 Luster Road
592,741,749 Elgar Pass
593,648,381 Farwell Junction
594,841,08421 Eagle Crest Street
595,76,66532 Summit Park
596,436,43 Paget Court
597,760,084 Merry Street
598,30,1809 Carey Alley
599,381,744 Del Sol Court
600,674,86 Dahle Pass
601,963,24 Melby Lane
602,747,8 Del Mar Hill
603,38,814 Sunbrook Junction
604,762,84186 Mcbride Circle
605,818,3 Comanche Point
606,141,93 Nelson Point
607,659,465 Mallard Park
608,466,139 Butternut Street
609,330,10268 Sycamore Trail
610,665,09 Duke Road
611,81,6283 Bultman Way
612,586,34368 Del Sol Junction
613,628,644 Milwaukee Place
614,621,05 Annamark Trail
615,305,66 Jana Hill
616,395,6039 Express Crossing
617,814,8953 Lillian Junction
618,712,73 Old Shore Park
619,921,62589 Westport Alley
620,634,3316 Schlimgen Lane
621,489,594 Coolidge Trail
622,396,35 Nevada Street
623,363,67507 Kings Avenue
624,14,679 Hauk Road
625,119,5096 Gale Alley
626,555,8 Forest Place
627,43,43 Bonner Street
628,54,34289 Maywood Place
629,116,95325 Killdeer Way
630,513,88 Novick Junction
631,738,5 Green Terrace
632,242,86352 Lien Road
633,870,3 Maple Hill
634,222,8780 Mockingbird Court
635,336,3 International Avenue
636,729,2095 Anthes Point
637,40,891 Grim Court
638,593,099 Lakewood Plaza
639,433,25 Walton Terrace
640,519,33 Hauk Center
641,664,23 Maple Wood Park
642,361,279 Cottonwood Circle
643,617,2769 Parkside Place
644,835,29049 Declaration Alley
645,251,869 Monterey Junction
646,102,23 Union Drive
647,2,58435 Oakridge Circle
648,898,16 Arizona Parkway
649,182,8 Merrick Trail
650,354,59 Stoughton Terrace
651,941,88 Eliot Plaza
652,302,7391 Helena Point
653,197,196 Ridgeway Trail
654,173,52307 Bunting Way
655,214,6 Moland Place
656,559,995 Kinsman Alley
657,612,9 Lake View Circle
658,948,8 Rockefeller Terrace
659,608,0 Hoepker Terrace
660,454,61887 Ryan Point
661,816,43174 Charing Cross Park
662,981,605 Center Hill
663,297,47575 Bluejay Lane
664,660,38877 Fulton Alley
665,838,62704 Chive Point
666,945,64 Redwing Crossing
667,205,3088 Pierstorff Way
668,703,189 Fordem Avenue
669,619,7155 Sullivan Crossing
670,397,75 Carpenter Parkway
671,75,11 Old Shore Road
672,783,1 Tony Park
673,517,5 Victoria Lane
674,203,05 Dakota Court
675,90,32640 Sauthoff Place
676,965,08214 Blaine Trail
677,557,70220 Corry Alley
678,34,69 Portage Plaza
679,515,64 Waywood Point
680,507,29650 Eagle Crest Alley
681,683,9259 International Trail
682,134,1 Leroy Center
683,758,93947 Magdeline Place
684,69,44 Shoshone Parkway
685,125,64 Gina Junction
686,754,8 Dottie Road
687,640,3 7th Plaza
688,434,98035 Express Street
689,510,68 Fulton Park
690,486,53 Bonner Crossing
691,155,13 Daystar Point
692,661,1 Sycamore Center
693,100,255 Melody Alley
694,181,71 Clove Place
695,638,82874 Old Shore Parkway
696,961,9104 Sutteridge Pass
697,909,329 Village Street
698,263,886 Corry Court
699,802,3688 Fordem Point
700,682,026 Eastlawn Way
701,764,48097 Muir Circle
702,844,1 Blackbird Way
703,192,4945 Park Meadow Parkway
704,576,8 Pennsylvania Crossing
705,820,3203 Brown Park
706,233,3181 Grayhawk Crossing
707,96,93 Crowley Drive
708,504,5153 Fair Oaks Pass
709,437,89463 Derek Point
710,581,8 Corscot Alley
711,294,78779 Del Sol Place
712,541,7 Anderson Crossing
713,487,208 Continental Avenue
714,815,47422 Pleasure Junction
715,696,7152 Northland Junction
716,681,7712 Ramsey Point
717,230,73 Graedel Terrace
718,128,60415 Stuart Point
719,879,73434 Beilfuss Parkway
720,309,5035 Bayside Junction
721,324,3895 Lerdahl Alley
722,728,8 Golden Leaf Way
723,372,1 Thompson Alley
724,373,97 Parkside Junction
725,250,02479 Gateway Court
726,547,10 Oxford Drive
727,496,4210 Prairie Rose Lane
728,913,6 Veith Court
729,630,614 Steensland Avenue
730,530,3 Larry Pass
731,923,1605 Eastlawn Terrace
732,912,2609 Veith Park
733,348,14 Buell Alley
734,824,2661 Waubesa Trail
735,326,7 Carpenter Center
736,983,73936 Moulton Hill
737,200,2378 Comanche Place
738,239,5230 Gateway Avenue
739,605,15084 Fisk Place
740,636,685 Leroy Point
741,571,41 Melody Point
742,173,831 Heffernan Court
743,701,0 Kennedy Lane
744,443,36 Gina Way
745,346,92199 Mifflin Terrace
746,828,36696 Ridgeview Place
747,317,696 Park Meadow Park
748,364,2 Moland Street
749,950,7418 2nd Hill
750,743,85 Merrick Terrace
751,873,368 Anderson Pass
752,920,9423 East Crossing
753,884,58321 Clemons Circle
754,310,85565 Garrison Terrace
755,911,19 Vidon Lane
756,259,393 Declaration Court
757,833,317 Twin Pines Court
758,806,09 Dawn Road
759,718,7 Starling Street
760,565,891 Muir Court
761,881,18440 Kim Terrace
762,107,2 Green Ridge Place
763,477,46275 7th Lane
764,71,940 Stone Corner Court
765,733,56974 Namekagon Street
766,472,1 Barby Parkway
767,915,72 Sheridan Parkway
768,191,7 Nancy Terrace
769,978,63 Ryan Road
770,422,02 Pawling Circle
771,114,0 Maple Circle
772,224,4036 Moland Circle
773,338,02 Duke Terrace
774,502,91 Waxwing Terrace
775,70,09 Maple Way
776,680,3193 Bobwhite Court
777,478,36870 Rusk Drive
778,790,063 Walton Center
779,412,61270 Bobwhite Circle
780,533,6029 Calypso Road
781,962,98 Oxford Lane
782,366,67790 Trailsway Crossing
783,295,88123 Glacier Hill Hill
784,582,1844 Trailsway Circle
785,494,39 Daystar Circle
786,243,6515 8th Junction
787,755,3069 Bobwhite Court
788,982,088 Morrow Drive
789,23,4063 Columbus Drive
790,607,7951 Dayton Terrace
791,55,465 Knutson Alley
792,979,3031 Village Pass
793,3,61326 Anniversary Drive
794,31,23480 Oxford Lane
795,485,974 Donald Trail
796,313,480 Fair Oaks Street
797,943,4107 Hanover Circle
798,420,12152 Anhalt Street
799,451,73574 Forster Road
800,779,4 Sheridan Court
801,777,0732 Cody Point
802,158,59399 Mosinee Court
803,672,5 Gateway Parkway
804,846,61188 Bartillon Pass
805,349,59 Forest Run Street
806,562,309 Hoffman Alley
807,769,07 Center Center
808,88,6107 Becker Trail
809,229,21 Oak Way
810,832,14792 Nancy Parkway
811,774,162 Susan Circle
812,12,2847 Prairieview Hill
813,296,99555 Randy Plaza
814,883,6 Hollow Ridge Park
815,252,597 Lakewood Avenue
816,284,52 Badeau Center
817,734,03672 Barnett Trail
818,860,96291 Meadow Valley Court
819,97,72131 Hayes Drive
820,490,88 Tony Crossing
821,129,8422 Tennyson Crossing
822,514,580 Scott Drive
823,415,8 Menomonie Avenue
824,121,4 Truax Hill
825,386,6 Cody Avenue
826,914,2 Rockefeller Lane
827,444,6 Elgar Circle
828,977,364 Bellgrove Point
829,499,39793 Evergreen Alley
830,219,50894 Oak Valley Avenue
831,365,99 Havey Place
832,843,05957 Del Sol Pass
833,64,37178 Manufacturers Drive
834,925,09868 Colorado Crossing
835,731,240 Anthes Lane
836,775,59 Atwood Junction
837,791,6 David Plaza
838,425,64 Crownhardt Center
839,745,8 Heffernan Court
840,204,3482 Crowley Way
841,332,1856 Orin Pass
842,42,4 Sunnyside Park
843,247,86 Bonner Hill
844,311,4 Fair Oaks Court
845,823,4 Delladonna Crossing
846,289,26 Dwight Alley
847,290,4172 Homewood Circle
848,87,045 Claremont Court
849,109,85367 Monica Hill
850,480,4 Lyons Avenue
851,742,131 Pond Way
852,845,34 Gulseth Park
853,375,609 Dorton Avenue
854,261,07696 Manitowish Park
855,713,8 Oxford Plaza
856,171,8269 Chive Road
857,126,432 Forest Run Plaza
858,492,96 Russell Terrace
859,705,5319 Debs Crossing
860,45,30772 Quincy Street
861,662,0 Porter Center
862,730,58262 Farragut Hill
863,693,2 Sundown Trail
864,679,41542 Rockefeller Hill
865,518,88 Oxford Junction
866,794,49 Bayside Place
867,813,3180 Eliot Court
868,73,6 Melrose Crossing
869,695,9 Upham Way
870,303,1667 Village Green Center
871,184,74136 Northview Park
872,293,899 Comanche Alley
873,358,81254 Moulton Junction
874,592,75 Dottie Hill
875,959,65105 Columbus Drive
876,685,099 International Trail
877,48,7 Stephen Court
878,152,49672 Dryden Way
879,676,915 Pennsylvania Road
880,18,82215 Chinook Street
881,855,94 Scott Park
882,394,9 Tomscot Pass
883,428,42677 Troy Pass
884,258,7 Cherokee Trail
885,809,0 Pawling Terrace
886,849,90 Johnson Street
887,682,84 Mesta Drive
888,947,64 Lawn Drive
889,757,0 Granby Place
890,825,52 Bellgrove Street
891,318,3 Melrose Point
892,94,0 Bayside Pass
893,875,584 Troy Trail
894,821,9 Sachs Place
895,177,38 Saint Paul Street
896,189,968 Pond Road
897,359,49 Golf Junction
898,319,022 Stephen Way
899,92,4548 Lakewood Trail
900,508,38 Eggendart Avenue
901,543,730 Oneill Hill
902,785,16 Anhalt Point
903,752,43 Kennedy Parkway
904,573,433 David Avenue
905,199,1 Anhalt Center
906,597,803 Waywood Street
907,122,6507 Messerschmidt Avenue
908,453,5 Bashford Hill
909,539,89417 Southridge Terrace
910,801,14984 Mifflin Center
911,255,004 Grover Hill
912,626,44 Dawn Way
913,810,8 Ohio Junction
914,414,34651 Namekagon Alley
915,1,33124 School Drive
916,192,59 Granby Lane
917,642,1769 Iowa Point
918,926,3303 Moose Terrace
919,869,93 Jackson Junction
920,488,5174 Colorado Road
921,817,142 Moose Crossing
922,84,93 Waxwing Point
923,409,31218 Corscot Hill
924,210,734 Birchwood Parkway
925,105,45 Main Hill
926,709,79 Green Alley
927,269,76 Monument Drive
928,435,30252 Old Shore Terrace
929,627,981 Hagan Pass
930,217,13692 Golf Trail
931,400,20 Northland Street
932,749,849 Butternut Place
933,393,11 Blackbird Pass
934,969,9 Orin Avenue
935,138,78346 7th Avenue
936,976,8892 Del Sol Center
937,288,261 Debs Crossing
938,837,85 Raven Road
939,143,804 Independence Street
940,464,0448 Badeau Point
941,698,681 Packers Place
942,298,97323 Center Point
943,717,21819 Sheridan Junction
944,104,870 East Crossing
945,770,7498 Moulton Junction
946,136,80 Commercial Alley
947,168,8322 Eagan Avenue
948,792,382 Carpenter Junction
949,407,32913 Logan Center
950,930,5 Columbus Lane
951,66,93548 Loftsgordon Crossing
952,938,73 Jana Hill
953,438,952 Bunting Center
954,175,08 Hovde Terrace
955,639,65940 Rutledge Road
956,334,61 Sunnyside Drive
957,440,33 Buell Park
958,584,8 Golf Course Way
959,778,2 Becker Trail
960,885,10545 Helena Way
961,894,2178 Alpine Plaza
962,356,667 Fuller Court
963,145,8 Buell Alley
964,773,21949 Michigan Alley
965,958,63564 Menomonie Circle
966,522,39 Butternut Trail
967,465,8219 Oakridge Street
968,971,2716 Forest Run Alley
969,304,6 Sommers Terrace
970,590,0960 Havey Crossing
971,854,5995 Pleasure Center
972,746,0 Michigan Center
973,285,11298 Orin Trail
974,951,346 Hagan Hill
975,292,56 3rd Park
976,538,35 2nd Trail
977,704,13866 Emmet Park
978,730,12 Sullivan Crossing
979,603,482 Gale Park
980,421,8 Schurz Crossing
981,89,17834 High Crossing Road
982,645,849 Iowa Court
983,350,02 Arkansas Lane
984,940,09 Onsgard Park
985,838,24519 Glacier Hill Lane
986,194,92271 Manufacturers Plaza
987,301,6 Lindbergh Terrace
988,666,55 Monterey Drive
989,131,38024 Elka Avenue
990,385,8 East Way
991,916,72 Quincy Terrace
992,378,50800 Prentice Park
993,431,0609 Vahlen Parkway
994,840,5 Reinke Alley
995,808,87 Cambridge Avenue
996,623,3217 Buena Vista Circle
997,430,20 Ilene Alley
998,497,5926 Sloan Alley
999,800,59616 Ronald Regan Place
1000,544,1399 Katie Place
